time,  thrust_N,   thrust_norm,    p,  q,  r | x, y, z
60.484000   33.329    0.833    3.000    2.879    0.491 | 48.156    -31.587    0.152
60.508000   0.000    0.000    2.687    3.000    -0.400 | 48.188    -31.614    0.152
60.532000   32.458    0.811    2.809    3.000    -0.190 | 48.235    -31.655    0.152
60.556000   15.284    0.382    3.000    3.000    -0.609 | 48.267    -31.683    0.152
60.576000   18.070    0.452    3.000    3.000    0.613 | 48.331    -31.737    0.152
60.600000   29.893    0.747    3.000    3.000    0.762 | 48.364    -31.764    0.152
60.628000   37.022    0.926    3.000    3.000    0.129 | 48.364    -31.764    0.152
60.656000   9.042    0.226    3.000    3.000    0.105 | 48.495    -31.884    0.152
60.684000   37.601    0.940    3.000    3.000    0.303 | 48.540    -31.931    0.152
60.704000   21.442    0.536    2.731    3.000    0.328 | 48.571    -31.963    0.152
60.728000   40.000    1.000    1.109    2.920    0.005 | 48.628    -32.030    0.152
60.752000   34.256    0.856    2.899    3.000    0.519 | 48.670    -32.082    0.152
60.780000   30.819    0.770    3.000    3.000    0.297 | 48.713    -32.135    0.152
60.800000   33.014    0.825    3.000    3.000    0.685 | 48.759    -32.189    0.152
60.820000   39.752    0.994    3.000    3.000    0.448 | 48.789    -32.225    0.152
60.844000   11.881    0.297    1.591    3.000    0.524 | 48.835    -32.280    0.152
60.872000   31.502    0.788    3.000    2.873    0.124 | 48.893    -32.354    0.152
60.896000   32.340    0.809    2.703    3.000    0.824 | 48.934    -32.408    0.152
60.924000   36.193    0.905    2.672    2.980    -1.000 | 48.974    -32.465    0.152
60.960000   8.009    0.200    1.084    3.000    0.609 | 49.040    -32.557    0.152
60.980000   40.000    1.000    2.874    3.000    0.731 | 49.067    -32.594    0.152
61.008000   40.000    1.000    3.000    3.000    0.346 | 49.126    -32.667    0.152
61.036000   2.651    0.066    -0.767    2.820    -0.975 | 49.126    -32.667    0.152
61.060000   10.418    0.260    3.000    2.945    0.270 | 49.216    -32.772    0.152
61.088000   8.323    0.208    2.872    3.000    -0.382 | 49.276    -32.843    0.152
61.108000   7.546    0.189    2.453    3.000    -0.433 | 49.305    -32.877    0.152
61.128000   27.510    0.688    3.000    2.981    0.139 | 49.347    -32.927    0.152
61.152000   7.471    0.187    2.879    3.000    0.202 | 49.375    -32.960    0.152
61.176000   9.181    0.230    2.667    2.959    0.289 | 49.434    -33.020    0.153
61.196000   3.928    0.098    1.788    3.000    0.245 | 49.450    -33.035    0.153
61.216000   23.556    0.589    2.799    3.000    -0.820 | 49.513    -33.089    0.153
61.240000   10.514    0.263    2.929    3.000    0.946 | 49.560    -33.128    0.153
61.264000   10.905    0.273    2.449    2.193    -0.523 | 49.560    -33.128    0.153
61.288000   20.043    0.501    3.000    3.000    -0.682 | 49.651    -33.210    0.153
61.312000   29.449    0.736    3.000    3.000    0.206 | 49.680    -33.238    0.153
61.336000   40.000    1.000    3.000    3.000    -0.752 | 49.723    -33.280    0.154
61.364000   23.187    0.580    2.531    3.000    -0.365 | 49.723    -33.280    0.154
61.388000   17.961    0.449    2.984    3.000    -0.808 | 49.828    -33.374    0.154
61.408000   6.795    0.170    2.578    3.000    0.126 | 49.878    -33.414    0.154
61.432000   11.246    0.281    2.836    2.845    -0.189 | 49.878    -33.414    0.154
61.464000   10.915    0.273    2.818    3.000    0.661 | 49.980    -33.495    0.154
61.488000   3.795    0.095    3.000    3.000    0.243 | 50.015    -33.523    0.154
61.508000   34.621    0.866    2.928    2.957    0.979 | 50.080    -33.581    0.154
61.532000   0.000    0.000    3.000    3.000    -0.086 | 50.111    -33.609    0.154
61.556000   7.671    0.192    3.000    3.000    0.192 | 50.111    -33.609    0.154
61.580000   25.234    0.631    1.110    3.000    -0.175 | 50.215    -33.711    0.154
61.608000   19.225    0.481    2.438    3.000    -0.370 | 50.257    -33.755    0.154
61.632000   30.416    0.760    3.000    3.000    -0.253 | 50.318    -33.810    0.154
61.656000   1.697    0.042    3.000    3.000    -0.358 | 50.363    -33.853    0.154
61.684000   31.073    0.777    2.891    3.000    0.605 | 50.408    -33.898    0.154
61.712000   17.213    0.430    2.565    3.000    -0.506 | 50.466    -33.961    0.154
61.732000   0.000    0.000    2.837    3.000    0.359 | 50.493    -33.991    0.154
61.752000   8.123    0.203    2.684    3.000    -1.000 | 50.520    -34.022    0.154
61.776000   24.808    0.620    2.956    3.000    0.009 | 50.570    -34.089    0.154
61.804000   39.938    0.998    3.000    3.000    1.000 | 50.604    -34.141    0.155
61.832000   39.562    0.989    2.766    2.699    0.078 | 50.637    -34.193    0.155
61.856000   3.402    0.085    3.000    2.916    0.901 | 50.681    -34.262    0.155
61.884000   25.496    0.637    2.671    3.000    0.355 | 50.681    -34.262    0.155
61.912000   22.071    0.552    2.611    3.000    0.155 | 50.744    -34.372    0.155
61.936000   0.000    0.000    3.000    3.000    -0.329 | 50.780    -34.446    0.155
61.968000   3.050    0.076    3.000    2.918    0.661 | 50.811    -34.521    0.155
61.992000   40.000    1.000    3.000    3.000    1.000 | 50.825    -34.560    0.155
62.020000   40.000    1.000    3.000    3.000    -0.043 | 50.852    -34.639    0.156
62.040000   0.000    0.000    3.000    3.000    0.524 | 50.871    -34.696    0.156
62.072000   38.510    0.963    3.000    3.000    0.156 | 50.890    -34.754    0.156
62.100000   33.767    0.844    3.000    3.000    0.580 | 50.915    -34.832    0.156
62.128000   9.894    0.247    3.000    2.782    0.769 | 50.915    -34.832    0.156
62.144000   29.629    0.741    3.000    3.000    0.748 | 50.942    -34.926    0.156
62.164000   36.611    0.915    2.772    3.000    0.582 | 50.960    -35.000    0.156
62.196000   4.279    0.107    3.000    2.933    -0.095 | 50.975    -35.057    0.157
62.224000   5.475    0.137    2.644    2.926    -0.333 | 50.990    -35.114    0.157
62.252000   22.229    0.556    2.940    2.558    0.759 | 51.018    -35.190    0.157
62.272000   40.000    1.000    2.597    2.821    -0.041 | 51.034    -35.226    0.157
62.296000   13.304    0.333    3.000    3.000    0.991 | 51.068    -35.298    0.157
62.324000   8.658    0.216    2.920    3.000    -0.125 | 51.086    -35.335    0.158
62.352000   24.574    0.614    2.666    2.516    0.702 | 51.132    -35.427    0.158
62.380000   32.384    0.810    3.000    2.997    0.400 | 51.161    -35.479    0.158
62.400000   38.556    0.964    1.380    2.716    0.137 | 51.191    -35.530    0.158
62.420000   9.852    0.246    2.583    2.908    0.311 | 51.214    -35.561    0.158
62.440000   17.029    0.426    1.502    3.000    -0.060 | 51.239    -35.591    0.158
62.468000   18.790    0.470    2.890    2.938    0.823 | 51.239    -35.591    0.158
62.500000   12.129    0.303    1.655    3.000    0.228 | 51.358    -35.693    0.158
62.520000   23.289    0.582    2.447    2.927    0.524 | 51.388    -35.718    0.158
62.540000   17.740    0.444    3.000    3.000    -0.901 | 51.434    -35.756    0.158
62.564000   18.639    0.466    2.042    2.898    0.687 | 51.464    -35.784    0.158
62.588000   26.747    0.669    3.000    3.000    -0.891 | 51.509    -35.824    0.159
62.604000   17.439    0.436    2.327    2.831    0.560 | 51.570    -35.877    0.159
62.632000   27.535    0.688    2.446    2.738    -0.972 | 51.618    -35.917    0.159
62.660000   6.116    0.153    2.570    3.000    -0.980 | 51.669    -35.954    0.159
62.680000   34.566    0.864    1.608    2.923    0.037 | 51.720    -35.990    0.159
62.708000   31.649    0.791    3.000    2.821    0.169 | 51.720    -35.990    0.159
62.732000   0.000    0.000    2.570    3.000    0.133 | 51.824    -36.064    0.159
62.752000   32.497    0.812    2.117    2.947    -0.290 | 51.875    -36.107    0.160
62.780000   40.000    1.000    0.825    3.000    0.593 | 51.924    -36.149    0.160
62.804000   0.000    0.000    2.303    3.000    -0.536 | 51.986    -36.207    0.160
62.832000   40.000    1.000    2.714    2.704    0.900 | 51.986    -36.207    0.160
62.856000   5.697    0.142    1.873    3.000    0.661 | 52.081    -36.291    0.160
62.888000   40.000    1.000    2.905    3.000    0.308 | 52.147    -36.344    0.160
62.912000   40.000    1.000    2.214    3.000    0.478 | 52.196    -36.384    0.161
62.944000   0.000    0.000    3.000    2.699    1.000 | 52.244    -36.427    0.161
62.968000   27.203    0.680    2.163    2.881    0.587 | 52.306    -36.487    0.161
62.996000   4.628    0.116    2.847    3.000    -0.165 | 52.335    -36.518    0.161
63.024000   8.506    0.213    3.000    2.946    0.582 | 52.379    -36.565    0.161
63.052000   7.593    0.190    2.896    3.000    -0.362 | 52.434    -36.628    0.161
63.080000   35.488    0.887    2.042    2.268    0.575 | 52.477    -36.676    0.161
63.104000   27.773    0.694    2.199    3.000    0.042 | 52.522    -36.723    0.162
63.132000   13.069    0.327    1.091    2.823    -0.439 | 52.581    -36.784    0.162
63.148000   11.822    0.296    2.403    3.000    0.971 | 52.610    -36.816    0.162
63.172000   27.805    0.695    2.713    2.433    0.477 | 52.653    -36.866    0.162
63.200000   34.591    0.865    2.319    3.000    -0.341 | 52.681    -36.899    0.162
63.220000   17.119    0.428    2.587    3.000    0.705 | 52.735    -36.967    0.162
63.244000   19.141    0.479    3.000    3.000    0.114 | 52.775    -37.019    0.162
63.268000   18.390    0.460    2.526    3.000    0.049 | 52.820    -37.071    0.162
63.292000   19.704    0.493    -1.113    2.976    0.945 | 52.867    -37.122    0.163
63.320000   0.000    0.000    2.747    3.000    1.000 | 52.914    -37.172    0.163
63.348000   34.574    0.864    -0.598    2.903    0.937 | 52.976    -37.241    0.163
63.372000   0.000    0.000    3.000    2.975    1.000 | 53.008    -37.276    0.163
63.392000   34.687    0.867    2.809    3.000    0.740 | 53.069    -37.348    0.163
63.416000   22.266    0.557    1.132    3.000    -0.084 | 53.069    -37.348    0.163
63.440000   40.000    1.000    0.218    2.642    0.631 | 53.142    -37.435    0.163
63.464000   36.217    0.905    3.000    2.900    0.079 | 53.185    -37.484    0.163
63.488000   30.270    0.757    2.308    3.000    0.387 | 53.231    -37.531    0.163
63.516000   36.734    0.918    2.543    3.000    0.645 | 53.291    -37.591    0.163
63.540000   15.440    0.386    2.580    2.925    0.733 | 53.322    -37.620    0.163
63.564000   2.233    0.056    1.402    3.000    0.939 | 53.369    -37.663    0.163
63.592000   8.524    0.213    2.492    3.000    0.779 | 53.433    -37.726    0.163
63.620000   33.551    0.839    -1.674    2.936    0.632 | 53.481    -37.775    0.163
63.644000   0.000    0.000    3.000    3.000    -0.207 | 53.527    -37.823    0.163
63.668000   9.563    0.239    1.095    2.999    0.403 | 53.589    -37.883    0.163
63.692000   22.145    0.554    3.000    3.000    -0.116 | 53.589    -37.883    0.163
63.712000   20.081    0.502    3.000    3.000    0.160 | 53.686    -37.964    0.163
63.732000   20.276    0.507    -0.917    3.000    0.921 | 53.702    -37.976    0.163
63.756000   8.585    0.215    3.000    3.000    0.188 | 53.702    -37.976    0.163
63.780000   8.620    0.216    0.182    3.000    -0.137 | 53.792    -38.050    0.163
63.804000   14.537    0.363    1.993    2.478    0.795 | 53.837    -38.091    0.163
63.824000   40.000    1.000    -1.006    2.816    0.943 | 53.866    -38.122    0.163
63.848000   26.806    0.670    2.829    3.000    -0.097 | 53.923    -38.181    0.163
63.872000   13.879    0.347    1.707    3.000    0.248 | 53.965    -38.226    0.162
63.896000   30.461    0.762    -0.998    3.000    -0.057 | 53.996    -38.254    0.162
63.924000   35.596    0.890    2.127    3.000    -0.243 | 54.075    -38.324    0.162
63.948000   16.901    0.423    -0.269    3.000    0.927 | 54.123    -38.365    0.162
63.972000   37.108    0.928    1.511    2.655    0.067 | 54.154    -38.393    0.162
64.000000   40.000    1.000    2.131    3.000    0.714 | 54.217    -38.452    0.162
64.024000   39.144    0.979    -1.495    3.000    0.556 | 54.264    -38.500    0.162
64.048000   30.781    0.770    -1.277    3.000    -0.287 | 54.310    -38.549    0.161
64.068000   1.988    0.050    2.588    3.000    0.966 | 54.355    -38.598    0.161
64.092000   34.441    0.861    1.122    2.841    0.715 | 54.404    -38.647    0.161
64.120000   0.000    0.000    1.183    3.000    -0.419 | 54.454    -38.694    0.161
64.148000   30.764    0.769    3.000    2.168    1.000 | 54.501    -38.741    0.161
64.176000   24.149    0.604    3.000    1.640    0.299 | 54.547    -38.786    0.161
64.200000   18.919    0.473    0.523    3.000    -0.121 | 54.622    -38.865    0.161
64.228000   9.325    0.233    1.510    2.764    -0.705 | 54.622    -38.865    0.161
64.248000   29.597    0.740    -0.004    3.000    -0.286 | 54.711    -38.966    0.160
64.272000   23.003    0.575    0.120    3.000    -0.549 | 54.762    -39.016    0.160
64.296000   3.478    0.087    -1.692    3.000    0.702 | 54.815    -39.063    0.160
64.320000   34.207    0.855    2.722    3.000    0.779 | 54.867    -39.109    0.160
64.344000   11.922    0.298    -1.798    3.000    0.216 | 54.938    -39.168    0.160
64.380000   29.728    0.743    0.976    2.460    -0.023 | 54.994    -39.210    0.160
64.412000   15.494    0.387    0.876    3.000    -0.205 | 55.069    -39.265    0.160
64.436000   12.523    0.313    -0.807    2.692    -0.154 | 55.144    -39.325    0.160
64.468000   38.252    0.956    1.195    3.000    -0.550 | 55.203    -39.368    0.159
64.488000   34.552    0.864    -0.593    3.000    -0.796 | 55.264    -39.409    0.159
64.508000   13.139    0.328    2.331    3.000    0.298 | 55.322    -39.449    0.159
64.520000   14.842    0.371    -1.136    3.000    -0.604 | 55.341    -39.462    0.159
64.540000   21.671    0.542    -0.528    3.000    0.821 | 55.399    -39.500    0.159
64.560000   20.062    0.502    0.972    3.000    0.456 | 55.438    -39.527    0.158
64.588000   19.738    0.493    -1.147    2.691    -0.202 | 55.438    -39.527    0.158
64.604000   28.692    0.717    -2.831    2.638    0.161 | 55.536    -39.592    0.158
64.624000   18.404    0.460    3.000    2.898    0.613 | 55.616    -39.645    0.157
64.652000   0.344    0.009    -1.068    3.000    0.796 | 55.616    -39.645    0.157
64.676000   37.458    0.936    -1.889    2.957    0.298 | 55.732    -39.729    0.157
64.700000   21.104    0.528    1.766    2.751    0.238 | 55.788    -39.771    0.156
64.720000   14.699    0.367    3.000    3.000    -0.940 | 55.824    -39.798    0.156
64.744000   17.215    0.430    -2.256    3.000    -0.598 | 55.859    -39.826    0.155
64.772000   20.006    0.500    1.567    3.000    0.677 | 55.946    -39.899    0.154
64.800000   20.127    0.503    -0.603    2.906    0.845 | 55.997    -39.946    0.154
64.824000   4.348    0.109    -0.205    3.000    -1.000 | 56.030    -39.978    0.153
64.856000   9.957    0.249    3.000    3.000    -0.529 | 56.030    -39.978    0.153
64.872000   2.168    0.054    2.723    2.810    -0.321 | 56.127    -40.079    0.152
64.900000   0.000    0.000    0.379    2.887    0.986 | 56.192    -40.145    0.152
64.920000   23.650    0.591    -1.778    3.000    0.148 | 56.222    -40.177    0.151
64.948000   17.083    0.427    0.842    3.000    -0.289 | 56.222    -40.177    0.151
64.968000   0.842    0.021    0.912    3.000    -0.829 | 56.327    -40.288    0.151
64.996000   0.000    0.000    1.034    2.722    0.283 | 56.370    -40.336    0.150
65.020000   0.000    0.000    -0.543    2.830    -0.720 | 56.412    -40.383    0.150
65.044000   33.443    0.836    3.000    2.931    -1.000 | 56.412    -40.383    0.150
65.068000   0.000    0.000    -2.714    3.000    -0.835 | 56.502    -40.480    0.149
65.092000   40.000    1.000    1.721    2.950    -0.828 | 56.545    -40.527    0.149
65.116000   5.243    0.131    -1.382    3.000    -0.851 | 56.591    -40.574    0.149
65.136000   33.105    0.828    1.294    2.889    0.537 | 56.635    -40.615    0.149
65.160000   0.000    0.000    0.574    3.000    1.000 | 56.635    -40.615    0.149
65.192000   5.668    0.142    3.000    3.000    -0.304 | 56.709    -40.681    0.148
65.212000   29.379    0.734    2.019    2.918    0.393 | 56.760    -40.720    0.148
65.240000   20.670    0.517    -2.030    3.000    -0.381 | 56.760    -40.720    0.148
65.264000   1.418    0.035    2.432    3.000    -0.090 | 56.825    -40.770    0.148
65.292000   8.740    0.218    -0.785    3.000    -0.678 | 56.886    -40.816    0.148
65.312000   1.192    0.030    3.000    2.512    -0.105 | 56.918    -40.836    0.147
65.336000   15.823    0.396    1.266    3.000    0.178 | 56.983    -40.879    0.147
65.356000   15.138    0.378    2.728    2.938    -1.000 | 57.000    -40.891    0.147
65.384000   12.651    0.316    1.900    2.828    -0.785 | 57.000    -40.891    0.147
65.408000   27.739    0.693    2.784    3.000    -0.534 | 57.145    -40.973    0.147
65.432000   8.924    0.223    1.229    2.967    -0.819 | 57.176    -40.990    0.146
65.460000   30.476    0.762    0.209    2.859    -0.387 | 57.235    -41.012    0.146
65.488000   15.764    0.394    3.000    3.000    0.131 | 57.262    -41.021    0.145
65.508000   28.320    0.708    2.745    1.855    -0.772 | 57.316    -41.033    0.145
65.532000   29.817    0.745    3.000    2.700    -0.844 | 57.342    -41.037    0.144
65.568000   26.226    0.656    3.000    3.000    -0.636 | 57.380    -41.038    0.144
65.588000   2.900    0.073    3.000    3.000    0.112 | 57.401    -41.040    0.143
65.620000   11.489    0.287    2.907    0.356    0.639 | 57.401    -41.040    0.143
65.640000   2.759    0.069    3.000    2.181    0.813 | 57.488    -41.043    0.142
65.668000   36.452    0.911    3.000    2.897    -0.907 | 57.514    -41.044    0.142
65.692000   8.243    0.206    3.000    2.153    -0.044 | 57.566    -41.038    0.141
65.712000   13.913    0.348    3.000    2.478    -0.934 | 57.594    -41.032    0.141
65.740000   15.263    0.382    3.000    -2.284    0.658 | 57.646    -41.022    0.140
65.768000   29.629    0.741    2.324    3.000    -0.500 | 57.669    -41.021    0.140
65.796000   8.587    0.215    2.868    2.496    -0.190 | 57.729    -41.030    0.139
65.820000   12.857    0.321    3.000    2.447    -0.933 | 57.747    -41.030    0.138
65.844000   9.595    0.240    1.525    2.944    -0.358 | 57.747    -41.030    0.138
65.864000   39.854    0.996    2.864    3.000    -0.376 | 57.783    -41.032    0.138
65.888000   6.596    0.165    3.000    3.000    -0.778 | 57.821    -41.039    0.137
65.916000   9.099    0.227    2.875    2.163    -0.296 | 57.821    -41.039    0.137
65.944000   29.598    0.740    2.471    -1.236    -0.713 | 57.852    -41.046    0.136
65.968000   12.071    0.302    3.000    0.564    -0.636 | 57.864    -41.053    0.135
65.996000   31.876    0.797    3.000    2.713    -1.000 | 57.882    -41.061    0.133
66.024000   13.487    0.337    3.000    2.046    0.616 | 57.887    -41.066    0.131
66.052000   25.674    0.642    2.421    2.530    -1.000 | 57.896    -41.069    0.129
66.080000   23.536    0.588    2.895    -1.235    -0.817 | 57.900    -41.065    0.127
66.108000   2.445    0.061    2.694    1.055    -0.304 | 57.899    -41.045    0.124
66.132000   34.162    0.854    3.000    -0.187    -0.310 | 57.895    -41.031    0.122
66.152000   7.836    0.196    2.790    2.446    -0.208 | 57.884    -41.004    0.120
66.176000   22.570    0.564    2.905    2.235    -0.386 | 57.874    -40.983    0.118
66.204000   0.000    0.000    2.885    -0.071    -0.801 | 57.845    -40.936    0.115
66.228000   7.535    0.188    2.885    2.329    -0.180 | 57.827    -40.910    0.114
66.252000   9.877    0.247    3.000    2.912    0.085 | 57.772    -40.837    0.110
66.280000   33.235    0.831    3.000    3.000    -0.934 | 57.772    -40.837    0.110
66.304000   23.704    0.593    2.343    3.000    0.547 | 57.709    -40.768    0.107
66.332000   13.632    0.341    3.000    3.000    -0.749 | 57.662    -40.712    0.104
66.356000   29.115    0.728    1.242    3.000    -0.612 | 57.631    -40.670    0.102
66.384000   10.324    0.258    2.733    3.000    -0.970 | 57.587    -40.627    0.100
66.412000   0.179    0.004    2.669    0.799    -0.370 | 57.553    -40.592    0.099
66.440000   31.750    0.794    2.434    3.000    0.160 | 57.510    -40.551    0.097
66.464000   8.228    0.206    2.708    2.019    -0.284 | 57.489    -40.530    0.096
66.492000   30.703    0.768    3.000    3.000    -1.000 | 57.440    -40.491    0.095
66.516000   8.356    0.209    2.209    2.712    -0.987 | 57.396    -40.465    0.093
66.536000   39.718    0.993    3.000    0.737    0.122 | 57.345    -40.438    0.092
66.564000   10.215    0.255    2.839    3.000    -0.743 | 57.295    -40.409    0.091
66.592000   34.353    0.859    3.000    3.000    -0.769 | 57.223    -40.371    0.090
66.616000   6.666    0.167    3.000    2.623    -0.096 | 57.189    -40.357    0.089
66.644000   34.595    0.865    2.957    3.000    0.232 | 57.124    -40.339    0.088
66.668000   2.980    0.075    2.517    2.674    -0.143 | 57.077    -40.332    0.087
66.692000   0.000    0.000    2.241    3.000    -0.916 | 57.028    -40.323    0.086
66.720000   1.555    0.039    0.411    2.245    -0.528 | 57.028    -40.323    0.086
66.748000   31.277    0.782    -0.032    0.400    -0.819 | 56.928    -40.311    0.083
66.772000   40.000    1.000    0.508    3.000    -0.096 | 56.892    -40.314    0.082
66.796000   5.610    0.140    1.922    3.000    -0.984 | 56.871    -40.315    0.081
66.820000   6.562    0.164    1.816    2.981    -0.383 | 56.842    -40.317    0.080
66.844000   13.664    0.342    2.700    3.000    -0.732 | 56.842    -40.317    0.080
66.868000   40.000    1.000    0.213    3.000    -0.722 | 56.794    -40.308    0.078
66.892000   7.305    0.183    -0.483    3.000    0.071 | 56.769    -40.309    0.077
66.920000   14.370    0.359    0.361    3.000    -0.177 | 56.735    -40.319    0.075
66.944000   21.759    0.544    2.252    3.000    0.294 | 56.716    -40.327    0.074
66.976000   12.020    0.300    1.034    3.000    0.022 | 56.669    -40.342    0.073
67.000000   31.138    0.778    -0.321    3.000    -0.763 | 56.616    -40.349    0.071
67.024000   15.296    0.382    2.741    3.000    -0.774 | 56.590    -40.350    0.071
67.056000   22.542    0.564    3.000    3.000    -0.877 | 56.590    -40.350    0.071
67.084000   24.088    0.602    3.000    3.000    0.202 | 56.482    -40.363    0.069
67.108000   35.812    0.895    2.143    3.000    -0.080 | 56.440    -40.373    0.068
67.136000   13.908    0.348    0.704    3.000    -0.045 | 56.394    -40.383    0.068
67.164000   18.081    0.452    -0.636    3.000    -0.529 | 56.348    -40.398    0.068
67.184000   27.930    0.698    2.592    2.702    -0.442 | 56.298    -40.415    0.067
67.208000   20.557    0.514    0.531    3.000    0.998 | 56.298    -40.415    0.067
67.236000   19.554    0.489    0.862    2.941    0.604 | 56.166    -40.462    0.067
67.264000   0.000    0.000    0.003    3.000    0.826 | 56.166    -40.462    0.067
67.288000   27.787    0.695    -0.928    3.000    0.951 | 56.057    -40.490    0.067
67.312000   16.623    0.416    -0.243    3.000    -0.005 | 56.006    -40.494    0.067
67.340000   6.425    0.161    -1.814    2.865    -1.000 | 55.944    -40.501    0.067
67.364000   4.812    0.120    -3.000    3.000    0.745 | 55.916    -40.506    0.067
67.392000   9.011    0.225    2.027    2.849    -0.209 | 55.870    -40.510    0.067
67.416000   30.377    0.759    1.584    3.000    0.211 | 55.853    -40.508    0.067
67.436000   32.497    0.812    -3.000    3.000    -0.655 | 55.830    -40.498    0.067
67.460000   0.000    0.000    0.951    3.000    -0.724 | 55.821    -40.487    0.067
67.488000   11.041    0.276    -2.323    3.000    0.023 | 55.821    -40.487    0.067
67.508000   10.597    0.265    1.441    3.000    0.075 | 55.825    -40.449    0.067
67.536000   36.629    0.916    -0.636    2.725    -0.851 | 55.822    -40.424    0.067
67.564000   14.113    0.353    1.246    2.988    -0.749 | 55.822    -40.424    0.067
67.588000   28.343    0.709    -0.506    3.000    0.847 | 55.800    -40.377    0.067
67.612000   27.611    0.690    0.742    3.000    -0.356 | 55.777    -40.353    0.066
67.636000   28.734    0.718    1.241    3.000    -0.623 | 55.740    -40.322    0.066
67.668000   40.000    1.000    0.594    3.000    0.028 | 55.705    -40.292    0.066
67.692000   5.878    0.147    1.273    3.000    -0.797 | 55.671    -40.266    0.066
67.732000   40.000    1.000    -2.283    3.000    -0.107 | 55.625    -40.231    0.067
67.748000   40.000    1.000    -3.000    3.000    1.000 | 55.585    -40.209    0.067
67.776000   23.728    0.593    0.447    3.000    0.898 | 55.556    -40.192    0.067
67.804000   31.899    0.797    -2.424    3.000    0.015 | 55.497    -40.157    0.067
67.832000   15.996    0.400    -0.362    3.000    -0.498 | 55.497    -40.157    0.067
67.860000   38.642    0.966    -2.542    2.965    1.000 | 55.437    -40.130    0.067
67.884000   36.461    0.912    -0.477    3.000    -0.034 | 55.401    -40.120    0.067
67.912000   11.473    0.287    1.879    3.000    -0.410 | 55.365    -40.107    0.066
67.944000   8.561    0.214    -1.293    3.000    0.919 | 55.320    -40.083    0.067
67.968000   18.324    0.458    -1.707    3.000    0.976 | 55.283    -40.062    0.066
67.996000   21.883    0.547    -2.522    3.000    1.000 | 55.232    -40.026    0.066
68.024000   40.000    1.000    2.893    2.846    0.686 | 55.190    -39.996    0.066
68.044000   35.783    0.895    -1.255    3.000    0.043 | 55.161    -39.973    0.067
68.072000   12.633    0.316    -2.167    3.000    0.872 | 55.100    -39.926    0.067
68.100000   36.666    0.917    -0.013    2.953    -0.522 | 55.100    -39.926    0.067
68.128000   27.095    0.677    -3.000    3.000    0.122 | 54.968    -39.821    0.067
68.152000   28.535    0.713    -0.738    3.000    -0.601 | 54.936    -39.793    0.068
68.180000   33.145    0.829    -2.321    3.000    -0.609 | 54.869    -39.743    0.068
68.200000   18.932    0.473    -3.000    3.000    0.182 | 54.834    -39.721    0.068
68.224000   15.765    0.394    -1.652    3.000    -0.513 | 54.781    -39.690    0.068
68.248000   19.245    0.481    -0.369    3.000    0.809 | 54.781    -39.690    0.068
68.280000   28.382    0.710    2.785    3.000    -0.735 | 54.653    -39.643    0.069
68.312000   39.704    0.993    1.921    2.934    -0.277 | 54.595    -39.628    0.069
68.340000   22.584    0.565    -1.819    2.931    1.000 | 54.523    -39.614    0.069
68.360000   0.000    0.000    0.419    2.832    -0.058 | 54.464    -39.610    0.069
68.384000   11.869    0.297    -1.719    3.000    -0.293 | 54.426    -39.606    0.069
68.408000   12.783    0.320    -1.321    2.904    0.096 | 54.348    -39.591    0.070
68.432000   14.192    0.355    0.299    3.000    0.037 | 54.307    -39.586    0.070
68.460000   25.133    0.628    -1.747    2.981    -0.867 | 54.307    -39.586    0.070
68.488000   24.459    0.611    -2.248    3.000    -0.922 | 54.187    -39.553    0.071
68.512000   13.030    0.326    -1.591    3.000    -0.156 | 54.159    -39.540    0.072
68.536000   12.098    0.302    -2.302    2.858    -0.135 | 54.107    -39.504    0.073
68.560000   6.315    0.158    0.320    2.953    -1.000 | 54.085    -39.483    0.073
68.588000   16.618    0.415    -1.474    2.561    0.097 | 54.073    -39.463    0.074
68.616000   12.140    0.304    1.743    3.000    -0.940 | 54.074    -39.440    0.074
68.652000   13.303    0.333    -2.916    3.000    -0.589 | 54.094    -39.422    0.075
68.664000   29.839    0.746    -2.084    3.000    -0.719 | 54.101    -39.419    0.075
68.692000   26.187    0.655    -0.873    3.000    -0.526 | 54.135    -39.405    0.075
68.716000   5.100    0.128    -1.275    3.000    0.262 | 54.157    -39.397    0.075
68.744000   37.088    0.927    -2.363    3.000    0.674 | 54.177    -39.389    0.075
68.768000   10.664    0.267    0.190    3.000    -0.438 | 54.197    -39.379    0.075
68.796000   7.721    0.193    0.117    3.000    -0.420 | 54.210    -39.374    0.075
68.820000   22.617    0.565    -1.991    3.000    0.988 | 54.220    -39.373    0.075
68.848000   12.728    0.318    -1.376    2.882    -0.356 | 54.220    -39.373    0.075
68.872000   29.022    0.726    -0.442    3.000    0.999 | 54.283    -39.371    0.075
68.896000   0.000    0.000    -2.725    3.000    -0.608 | 54.310    -39.371    0.075
68.920000   21.614    0.540    -1.284    2.723    0.942 | 54.339    -39.366    0.075
68.948000   3.532    0.088    0.005    3.000    -0.209 | 54.366    -39.359    0.076
68.976000   18.915    0.473    -2.744    2.956    -0.286 | 54.390    -39.345    0.076
69.000000   26.369    0.659    0.720    2.796    0.377 | 54.418    -39.321    0.076
69.028000   14.556    0.364    0.033    2.817    -0.222 | 54.418    -39.321    0.076
69.052000   34.988    0.875    -2.257    3.000    0.326 | 54.445    -39.273    0.077
